DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
221604366,01/13/2022,01/12/2022,2135,16,Foothill,1615,997,TRAFFIC COLLISION,3011 3101 3037 3026 4026 3032 3034,25,M,H,101,STREET,OSBORNE                      ST,FOOTHILL                     BL,"(34.2754, -118.3904)"
221604367,01/13/2022,01/12/2022,1555,16,Foothill,1612,997,TRAFFIC COLLISION,3037 3101 3011 3028 3030 3034 4026,,M,X,101,STREET,VAUGHN                       ST,HERRICK                      AV,"(34.2733, -118.4202)"
221704584,01/12/2022,01/12/2022,1530,17,Devonshire,1762,997,TRAFFIC COLLISION,3006 3028 4026 3030 3034 3037 3101,60,M,W,101,STREET,MASON                        AV,LASSEN                       ST,"(34.25, -118.5798)"
222104368,01/12/2022,01/12/2022,1409,21,Topanga,2118,997,TRAFFIC COLLISION,3004 3025 4026 3034 3036 3602 3101,31,M,W,101,STREET,MASON                        AV,SATICOY                      ST,"(34.2083, -118.5797)"
222104372,01/12/2022,01/12/2022,1935,21,Topanga,2141,997,TRAFFIC COLLISION,3028 3101 3004 4026 3034 3036,61,M,V,101,STREET,PLATT                        AV,CALVERT                      ST,"(34.1817, -118.643)"
222104378,01/13/2022,01/12/2022,2040,21,Topanga,2148,997,TRAFFIC COLLISION,3101 3011 3028 4026 3030 3034 3037,30,M,W,101,STREET,SHERMAN                      WY,W  WINNETKA                     AV,"(34.201, -118.571)"
222004409,01/12/2022,01/12/2022,1142,20,Olympic,2034,997,TRAFFIC COLLISION,3004 3026 4027,85,M,A,101,STREET,KINGSLEY                     DR,8TH                          AV,"(34.0577, -118.3031)"
221504650,01/19/2022,01/12/2022,2130,15,N Hollywood,1569,997,TRAFFIC COLLISION,3037 3101 3006 3026 4015 3029,32,M,O,108,PARKING LOT,RIVERSIDE                    DR,AUCKLAND                     AV,"(34.1522, -118.3604)"
221404535,01/12/2022,01/12/2022,0030,14,Pacific,1485,997,TRAFFIC COLLISION,4027,99,M,O,101,STREET,MANCHESTER                   AV,SEPULVEDA                    BL,"(33.9598, -118.3962)"
221404560,01/12/2022,01/12/2022,1445,14,Pacific,1465,997,TRAFFIC COLLISION,3014 3027 3032 3037 3701 3034 4027 3101 3401,41,M,H,101,STREET,ALBERTA                      DR,RANDALL                      ST,"(33.9857, -118.4115)"
220304526,01/13/2022,01/12/2022,2336,03,Southwest,0379,997,TRAFFIC COLLISION,4003 3034 3011 3101 3037,19,F,H,102,SIDEWALK,MARTIN LUTHER KING JR        BL,KANSAS                       AV,"(34.0109, -118.2933)"
221504460,01/13/2022,01/12/2022,1935,15,N Hollywood,1522,997,TRAFFIC COLLISION,3101 3011 3028 4015 3030 3037,,M,O,104,DRIVEWAY,ETHEL                        AV,WELBY                        WY,"(34.193, -118.4182)"
221804580,01/12/2022,01/12/2022,1840,18,Southeast,1806,997,TRAFFIC COLLISION,3101 3037 3003 3029 4025 3026,54,F,H,101,STREET,92ND                         ST,CENTRAL                      AV,"(33.9533, -118.2564)"
220804423,01/12/2022,01/12/2022,0800,08,West LA,0835,997,TRAFFIC COLLISION,4027 3004 3026 3029 3035 3036 3104 3401 3701,34,F,W,101,STREET,SANTA MONICA                 BL,VETERAN                      AV,"(34.0489, -118.4401)"
220204904,01/23/2022,01/12/2022,0855,02,Rampart,0221,997,TRAFFIC COLLISION,3101 3401 3701 0605 3003 3004 3027 3034 4002 3036,31,M,H,101,STREET,BEVERLY                      BL,NEW HAMPSHIRE                AV,"(34.0763, -118.2932)"
221605258,02/10/2022,01/13/2022,0945,16,Foothill,1689,997,TRAFFIC COLLISION,0605 4024,25,F,W,110,FREEWAY,SACRAMENTO                   FY,SUNLAND                      BL,"(34.2226, -118.3713)"
222006394,02/25/2022,01/13/2022,1900,20,Olympic,2014,997,TRAFFIC COLLISION,3004 3028 3030 4027,36,M,W,101,STREET,BEVERLY                      BL,KINGSLEY                     DR,"(34.0763, -118.303)"
220604507,01/13/2022,01/13/2022,0725,06,Hollywood,0639,997,TRAFFIC COLLISION,3034 3036 3101 3401 3701 3004 3028 4027,31,M,H,101,STREET,NORMANDIE                    AV,HOLLYWOOD                    BL,"(34.1018, -118.3006)"
221404585,01/13/2022,01/13/2022,1844,14,Pacific,1444,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029 3035 3037 4027,25,F,A,101,STREET,LINCOLN                      BL,W  WASHINGTON                   BL,"(33.9905, -118.4478)"
221204699,01/14/2022,01/13/2022,1925,12,77th Street,1251,997,TRAFFIC COLLISION,4025 3003 3024 3036 3101,25,M,H,101,STREET,FLORENCE                     AV,WEST                         BL,"(33.9745, -118.3352)"
220104742,01/13/2022,01/13/2022,1854,01,Central,0121,997,TRAFFIC COLLISION,0605 3401 3701 3037 3032 3011 3028 3030 3101 4024,35,F,O,101,STREET,FREMONT                      AV,TEMPLE                       ST,"(34.0607, -118.2494)"
220504408,01/13/2022,01/13/2022,1120,05,Harbor,0516,997,TRAFFIC COLLISION,3101 3037 3003 3025 3036 4025,79,M,W,101,STREET,AVALON                       BL,M                            ST,"(33.7888, -118.2631)"
222004460,01/13/2022,01/13/2022,1945,20,Olympic,2029,997,TRAFFIC COLLISION,3011 3033 3034 3036 4027,22,M,H,101,STREET,VIRGIL,6TH,"(34.0637, -118.287)"
221104445,01/13/2022,01/13/2022,1600,11,Northeast,1143,997,TRAFFIC COLLISION,3401 3701 3037 0605 3004 3028 3033 3034 3101 4024,73,M,W,101,STREET,SUNSET,SANBORN,"(34.1053, -118.2785)"
221304556,01/13/2022,01/13/2022,0930,13,Newton,1322,997,TRAFFIC COLLISION,3401 3701 3037 3033 0605 3004 3028 3034 3101 4024,70,M,B,101,STREET,ADAMS,SAN PEDRO,"(34.0218, -118.2617)"
220204518,01/13/2022,01/13/2022,0850,02,Rampart,0216,997,TRAFFIC COLLISION,3101 3401 3701 3037 3034 3033 0605 3004 3028 4024,31,M,H,101,STREET,SUNSET,MOHAWK,"(34.0775, -118.2654)"
221504482,01/13/2022,01/13/2022,0505,15,N Hollywood,1501,997,TRAFFIC COLLISION,3101 4026 3004 3024 3036,60,M,H,101,STREET,SATICOY                      ST,COLDWATER CANYON             AV,"(34.2068, -118.4144)"
222004454,01/13/2022,01/13/2022,1310,20,Olympic,2029,997,TRAFFIC COLLISION,4027,,M,O,108,PARKING LOT,6TH                          ST,COMMONWEALTH                 AV,"(34.0637, -118.2857)"
220704456,01/14/2022,01/13/2022,1840,07,Wilshire,0749,997,TRAFFIC COLLISION,3004 3024 3035 3036 3101 3401 3701 4027,33,F,O,101,STREET,OLYMPIC                      BL,PLYMOUTH                     BL,"(34.0552, -118.3269)"
220904426,01/13/2022,01/13/2022,0235,09,Van Nuys,0937,997,TRAFFIC COLLISION,3101 4026 3006 3028 3030 3037,35,M,H,101,STREET,WOODMAN                      AV,VICTORY                      BL,"(34.1867, -118.4313)"
221004464,01/14/2022,01/13/2022,1430,10,West Valley,1097,997,TRAFFIC COLLISION,3037 3011 3028 4026 3034 3032 3102,50,M,H,101,STREET,17000    COTTER                       PL,,"(34.1431, -118.5034)"
221204690,01/13/2022,01/13/2022,1515,12,77th Street,1215,997,TRAFFIC COLLISION,4025 3004 3026 3036,61,M,B,101,STREET,VERMONT                      AV,57TH                         ST,"(33.9905, -118.2915)"
221504475,01/13/2022,01/13/2022,0555,15,N Hollywood,1548,997,TRAFFIC COLLISION,3101 3004 3025 4026 3029 3036,66,M,W,101,STREET,LANKERSHIM                   BL,MAGNOLIA                     BL,"(34.1649, -118.3749)"
221604368,01/13/2022,01/13/2022,0100,16,Foothill,1653,997,TRAFFIC COLLISION,3101 3008 3025 4026 3029 3037,18,M,H,101,STREET,OSBORNE                      ST,TELFAIR                      AV,"(34.2516, -118.413)"
221604385,01/13/2022,01/13/2022,1402,16,Foothill,1656,997,TRAFFIC COLLISION,3101 3006 3028 4026 3034 3037,42,M,H,101,STREET,BECKETT                      ST,MT GLEASON                   AV,"(34.2549, -118.3195)"
221804633,01/13/2022,01/13/2022,1920,18,Southeast,1837,997,TRAFFIC COLLISION,3012 3024 4018 0947,56,F,B,101,STREET,112TH,WILMINGTON,"(33.9335, -118.239)"
221904461,01/13/2022,01/13/2022,0435,19,Mission,1912,997,TRAFFIC COLLISION,3011 3101 3028 4026 3034 3037,35,M,W,102,SIDEWALK,RALSTON                      AV,ROXFORD                      ST,"(34.3146, -118.4752)"
221904474,01/13/2022,01/13/2022,1645,19,Mission,1902,997,TRAFFIC COLLISION,3012 3028 3034 3037 3103 4026,52,M,H,101,STREET,PASADENA                     FY,ROXFORD                      ST,"(34.3196, -118.4561)"
222104418,01/13/2022,01/13/2022,2140,21,Topanga,2136,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3034,52,M,B,101,STREET,VASSAR                       AV,COHASSET                     ST,"(34.2065, -118.6044)"
220404380,01/13/2022,01/13/2022,1840,04,Hollenbeck,0427,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3011 3037 3030 3028 3102,,M,O,101,STREET,4400    DUDLEY                       DR,,"(34.0808, -118.1895)"
221604386,01/14/2022,01/13/2022,1940,16,Foothill,1653,997,TRAFFIC COLLISION,3101 3004 3024 4026 3037 3038,36,M,H,101,STREET,SAN FERNANDO                 RD,OSBORNE                      ST,"(34.2542, -118.4095)"
221004459,01/14/2022,01/13/2022,2220,10,West Valley,1033,997,TRAFFIC COLLISION,3003 3024 3029 3036 3104 4010,43,M,H,101,STREET,VICTORY                      BL,SYLVIA                       AV,"(34.1866, -118.5523)"
220604907,01/22/2022,01/13/2022,1350,06,Hollywood,0626,997,TRAFFIC COLLISION,3035 3037 3401 3701 3104 3003 3026 3029 4006,52,F,W,101,STREET,CRESTON                      DR,VASANTA                      WY,"(34.1157, -118.3241)"
221704593,01/13/2022,01/13/2022,0800,17,Devonshire,1794,997,TRAFFIC COLLISION,3101 3004 3028 4026 3030 3037,19,F,W,101,STREET,ROSCOE                       BL,RESEDA                       BL,"(34.2208, -118.5361)"
220704629,01/19/2022,01/13/2022,2330,07,Wilshire,0702,997,TRAFFIC COLLISION,3006 3037 4007 3028 3030 3035 3101 3401 3701,35,M,W,101,STREET,GENESEE                      AV,CLINTON                      ST,"(34.0818, -118.3584)"
221604381,01/13/2022,01/13/2022,0545,16,Foothill,1664,997,TRAFFIC COLLISION,3101 3004 3025 4026 3034 3036,27,M,H,101,STREET,GLENOAKS                     BL,PENDLETON                    ST,"(34.2379, -118.3749)"
221404684,01/17/2022,01/13/2022,0840,14,Pacific,1494,997,TRAFFIC COLLISION,3034 3037 3101 3401 3701 3011 3028 4014,21,,,101,STREET,SEPULVEDA                    BL,SKY                          WY,"(33.942, -118.4095)"
220304530,01/13/2022,01/13/2022,0930,03,Southwest,0378,997,TRAFFIC COLLISION,3006 3028 4025 3034 3101 3037,29,F,O,101,STREET,900 W  MARTIN LUTHER KING JR        BL,,"(34.0146, -118.2872)"
220304542,01/14/2022,01/13/2022,1830,03,Southwest,0351,997,TRAFFIC COLLISION,3501 3101 3037 3003 3027 4025,38,F,H,101,STREET,OBAMA                        BL,FARMDALE                     AV,"(34.0215, -118.3515)"
221104485,01/15/2022,01/13/2022,1200,11,Northeast,1125,997,TRAFFIC COLLISION,0605 3004 3026 3101 4024 3401 3701 3036 3033 3035,24,F,H,101,STREET,AVENUE 56,STRATFORD,"(34.1222, -118.2114)"
221104486,01/15/2022,01/13/2022,1800,11,Northeast,1128,997,TRAFFIC COLLISION,0605 3037 3101 4024 3401 3701 3004 3024 3033 3035,34,M,W,101,STREET,YORK,AVENUE 63,"(34.1148, -118.1826)"
220704434,01/13/2022,01/13/2022,0053,07,Wilshire,0762,997,TRAFFIC COLLISION,3028 3039 3006 3037 3101 3401 3701 4027 3035,30,F,O,101,STREET,LA CIENEGA                   BL,CASHIO                       AV,"(34.0507, -118.3762)"
221404587,01/14/2022,01/13/2022,2230,14,Pacific,1412,997,TRAFFIC COLLISION,4027 3011 3028 3030 3034 3037 3101 3401 3701,25,,,101,STREET,ABBOT KINNEY                 BL,MAIN                         ST,"(33.9925, -118.4737)"
221804608,01/13/2022,01/13/2022,1210,18,Southeast,1837,997,TRAFFIC COLLISION,3101 3037 3012 3028 4025 3032 3034,,M,O,104,DRIVEWAY,GRANDEE                      AV,103RD                        ST,"(33.9432, -118.2436)"
220404776,01/13/2022,01/13/2022,0820,04,Hollenbeck,0491,997,TRAFFIC COLLISION,0605 4004 3030,23,F,O,101,STREET,1700 S  SOTO                         ST,,"(34.0233, -118.2222)"
221404589,01/14/2022,01/13/2022,2300,14,Pacific,1435,997,TRAFFIC COLLISION,3028 3030 4014 3006 3035 3037 3101 3401 3701,30,M,W,101,STREET,MOUNTAIN VIEW                AV,VICTORIA                     AV,"(34.0079, -118.4319)"
220405179,01/16/2022,01/13/2022,0200,04,Hollenbeck,0409,997,TRAFFIC COLLISION,0605 3030 4024,49,M,O,101,STREET,N  HUNTINGTON                   DR,MAYCREST                     AV,"(34.0941, -118.16)"
221404588,01/14/2022,01/13/2022,2300,14,Pacific,1431,997,TRAFFIC COLLISION,3004 3028 3030 4014,52,M,H,101,STREET,VENICE                       BL,GRAND VIEW                   AV,"(33.988, -118.4703)"
220304566,01/14/2022,01/14/2022,1030,03,Southwest,0335,997,TRAFFIC COLLISION,3101 3001 3026 3029 4025 3037,22,F,H,101,STREET,JEFFERSON                    BL,9TH                          AV,"(34.0256, -118.3272)"
221304577,01/14/2022,01/14/2022,0030,13,Newton,1395,997,TRAFFIC COLLISION,0605 3101 3401 3701 4013 3036 3033 3034 3025 3004,50,M,H,101,STREET,FLORENCE,SAN PEDRO,"(33.9747, -118.2696)"
222104428,01/14/2022,01/14/2022,0520,21,Topanga,2187,997,TRAFFIC COLLISION,3032 3011 3028 3030 3037 3101 4021,,M,O,101,STREET,VENTURA                      BL,BAZA                         AV,"(34.1683, -118.6007)"
220304580,01/14/2022,01/14/2022,0653,03,Southwest,0353,997,TRAFFIC COLLISION,3101 3036 3004 3028 3034 4025,58,F,B,101,STREET,MUIRFIELD                    AV,COLISEUM                     ST,"(34.0182, -118.3422)"
220504461,01/14/2022,01/14/2022,1320,05,Harbor,0563,997,TRAFFIC COLLISION,3101 3037 4025 3004 3026 3034,47,F,H,101,STREET,11TH                         ST,PACIFIC                      AV,"(33.7342, -118.2879)"
220304575,01/14/2022,01/14/2022,0530,03,Southwest,0392,997,TRAFFIC COLLISION,3101 3037 3004 3026 3029 4025,39,M,H,101,STREET,CRENSHAW                     BL,52ND                         ST,"(33.9951, -118.3307)"
221904534,01/15/2022,01/14/2022,0225,19,Mission,1905,997,TRAFFIC COLLISION,3011 3028 3030 3101 3037 4017,50,F,W,101,STREET,FOOTHILL                     BL,SAYRE                        ST,"(34.3105, -118.4342)"
221604413,01/15/2022,01/14/2022,2255,16,Foothill,1633,997,TRAFFIC COLLISION,3028 3037 3006 3101 4016,46,M,O,101,STREET,GLENOAKS                     BL,OSBORNE                      ST,"(34.2652, -118.4025)"
220104780,01/14/2022,01/14/2022,0310,01,Central,0124,997,TRAFFIC COLLISION,3401 0605 3008 3026 3029 3033 3035 3037 3101 4001,34,M,W,101,STREET,MAIN                         ST,2ND                          ST,"(34.0514, -118.2442)"
220104801,01/14/2022,01/14/2022,2154,01,Central,0182,997,TRAFFIC COLLISION,3036 3401 3701 0605 3005 3028 3034 0947 3101 4024,99,M,O,101,STREET,FIGUEROA                     ST,9TH                          ST,"(34.0462, -118.2628)"
220104802,01/14/2022,01/14/2022,1500,01,Central,0138,997,TRAFFIC COLLISION,3034 3401 3701 3036 0605 3011 3028 3030 3101 4024,,X,X,101,STREET,300 S  SAN PEDRO                    ST,,"(34.0471, -118.2426)"
221104478,01/14/2022,01/14/2022,1630,11,Northeast,1184,997,TRAFFIC COLLISION,0605 3034 3101 3401 3701 4024 3004 3037 3028,30,M,B,101,STREET,MORTON                       AV,ACADEMY,"(34.0831, -118.251)"
221204743,01/15/2022,01/14/2022,1900,12,77th Street,1259,997,TRAFFIC COLLISION,3013 3024 4025 3029,31,M,B,101,STREET,FLORENCE                     AV,CENTRAL                      AV,"(33.9748, -118.2565)"
221204744,01/15/2022,01/14/2022,2345,12,77th Street,1269,997,TRAFFIC COLLISION,3003 3024 3029 4025,45,M,B,101,STREET,CENTRAL                      AV,82ND                         ST,"(33.9647, -118.2564)"
221204746,01/15/2022,01/14/2022,1745,12,77th Street,1249,997,TRAFFIC COLLISION,3101 3004 3028 3039 4012 3037,64,M,H,101,STREET,FIGUEROA                     ST,FLORENCE                     AV,"(33.9747, -118.2827)"
221104480,01/14/2022,01/14/2022,1645,11,Northeast,1132,997,TRAFFIC COLLISION,3701 0605 3006 3028 3030 3033 3035 3037 3101 4024,49,M,H,101,STREET,LOS FELIZ,WAYNE,"(34.1131, -118.2809)"
221504539,01/14/2022,01/14/2022,1500,15,N Hollywood,1566,997,TRAFFIC COLLISION,3037 3101 3004 3028 4026 3034,39,M,H,101,STREET,RIVERSIDE                    DR,VINELAND                     AV,"(34.1524, -118.3703)"
221404603,01/14/2022,01/14/2022,0650,14,Pacific,1431,997,TRAFFIC COLLISION,3011 3028 4027,40,M,H,101,STREET,WINDWARD                     AV,PACIFIC                      AV,"(33.9877, -118.4723)"
221904531,01/15/2022,01/14/2022,0900,19,Mission,1969,997,TRAFFIC COLLISION,3004 3024 4026 3036 3101,35,M,W,101,STREET,TERRA BELLA                  ST,VENA                         AV,"(34.2499, -118.4299)"
222104425,01/14/2022,01/14/2022,0100,21,Topanga,2156,997,TRAFFIC COLLISION,3004 3027 4026 3034 3036 3101,50,M,A,101,STREET,VICTORY                      BL,CANOGA                       AV,"(34.1883, -118.5975)"
221604408,01/14/2022,01/14/2022,0840,16,Foothill,1633,997,TRAFFIC COLLISION,3003 3102 3032 3026 4026 3029 3037,26,M,H,101,STREET,OSBORNE                      ST,GLENOAKS                     BL,"(34.2647, -118.4019)"
221904481,01/14/2022,01/14/2022,0247,19,Mission,1963,997,TRAFFIC COLLISION,,,M,O,101,STREET,VAN NUYS                     BL,VESPER                       AV,"(34.2459, -118.4503)"
220804615,01/17/2022,01/14/2022,1700,08,West LA,0855,997,TRAFFIC COLLISION,3008 4027,51,M,W,101,STREET,SANTA MONICA                 BL,WESTWOOD                     BL,"(34.05, -118.4363)"
220604551,01/14/2022,01/14/2022,1500,06,Hollywood,0643,997,TRAFFIC COLLISION,3011 3028 3034 3036 3101 3401 3701 4027,50,,,101,STREET,HOLLYWOOD                    BL,POINSETTIA                   PL,"(34.1016, -118.3479)"
221904501,01/14/2022,01/14/2022,1145,19,Mission,1988,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3030,28,F,H,101,STREET,ROSCOE                       BL,TRUESDALE                    AV,"(34.2217, -118.4248)"
221104482,01/14/2022,01/14/2022,1415,11,Northeast,1127,997,TRAFFIC COLLISION,3401 3701 0605 3004 3028 3033 3034 3037 3101 4024,28,F,W,101,STREET,FIGUEROA,YORK,"(34.1157, -118.1842)"
222104426,01/14/2022,01/14/2022,0515,21,Topanga,2187,997,TRAFFIC COLLISION,3004 3032 3025 3102 4021 3037 3029,71,M,W,101,STREET,VENTURA                      BL,CALATRANA                    DR,"(34.1684, -118.6021)"
221304646,01/15/2022,01/14/2022,2210,13,Newton,1342,997,TRAFFIC COLLISION,3401 3701 3035 3037 0605 3004 3026 3029 3101 4024,46,F,H,101,STREET,JEFFERSON                    BL,MAIN                         ST,"(34.0186, -118.2726)"
221904502,01/14/2022,01/14/2022,1550,19,Mission,1964,997,TRAFFIC COLLISION,3101 3004 3026 4026 3029 3037,45,M,H,101,STREET,PLUMMER                      ST,NATICK                       AV,"(34.2389, -118.4536)"
220204543,01/14/2022,01/14/2022,0320,02,Rampart,0256,997,TRAFFIC COLLISION,3401 3101 3701 3036 3033 0605 3004 3026 3029 4002,62,M,O,101,STREET,7TH                          ST,BONNIE BRAE                  ST,"(34.0555, -118.2746)"
220404400,01/14/2022,01/14/2022,0210,04,Hollenbeck,0457,997,TRAFFIC COLLISION,3101 3401 3701 3037 3028 3033 0605 3006 3030 4004,34,M,H,101,STREET,CINCINNATI                   ST,MOTT                         ST,"(34.0461, -118.2035)"
220604554,01/14/2022,01/14/2022,0310,06,Hollywood,0632,997,TRAFFIC COLLISION,4027 3011 3028 3035 3037 3101 3401 3701,59,F,W,101,STREET,HOLLYWOOD                    BL,LAUREL                       AV,"(34.1014, -118.3643)"
221204720,01/14/2022,01/14/2022,0840,12,77th Street,1258,997,TRAFFIC COLLISION,3003 3026 4025 3029 3101 3037,56,F,H,101,STREET,79TH,MAIN,"(33.9679, -118.2739)"
221204736,01/14/2022,01/14/2022,1820,12,77th Street,1213,997,TRAFFIC COLLISION,3011 3028 4025 3034 3101 3037,23,M,B,101,STREET,52ND,CIMARRON,"(33.995, -118.316)"
221304629,01/15/2022,01/14/2022,2125,13,Newton,1395,997,TRAFFIC COLLISION,3401 3701 3035 3037 0605 3011 3028 3030 3101 4024,99,M,O,101,STREET,70TH                         ST,CENTRAL                      AV,"(33.9784, -118.263)"
221904484,01/14/2022,01/14/2022,0910,19,Mission,1985,997,TRAFFIC COLLISION,3006 3028 3037 3039 3101 4019 3602,31,M,O,101,STREET,VAN NUYS                     BL,PARTHENIA                    ST,"(34.2268, -118.45)"
222004477,01/14/2022,01/14/2022,0530,20,Olympic,2076,997,TRAFFIC COLLISION,4027,,M,O,101,STREET,WASHINGTON,VERMONT,"(34.04, -118.2916)"
221604555,01/19/2022,01/14/2022,1305,16,Foothill,1621,997,TRAFFIC COLLISION,3004 3024 4026 3037 3602 3101,43,F,O,101,STREET,VAN NUYS                     BL,LAUREL CANYON                BL,"(34.2588, -118.4321)"
221104846,01/14/2022,01/14/2022,2300,11,Northeast,1183,997,TRAFFIC COLLISION,0605 4011 3101 3401 3701 3026 3035 3004,26,F,W,101,STREET,LOGAN                        ST,SUNSET                       BL,"(34.0777, -118.2582)"
